ID_Player,Name,birth_date,Team,Saison,Type,Start,End
20801,C. Ronaldo dos Santos Aveiro,"Feb 5, 1985",Real Madrid,2012/2013,Suspended,"Jan 7, 2013","Jan 13, 2013"
231747,Kylian Mbappé,"Dec 20, 1998",Paris Saint Germain,2022/2023,Suspended,"May 24, 2022","Jul 31, 2022"
231747,Kylian Mbappé,"Dec 20, 1998",Paris Saint Germain,2021/2022,Suspended,"May 24, 2022","Aug 8, 2022"
231747,Kylian Mbappé,"Dec 20, 1998",Paris Saint Germain,2022/2023,Suspended,"May 23, 2022","Aug 7, 2022"
231747,Kylian Mbappé,"Dec 20, 1998",France,2022/2023,Suspended,"May 23, 2022","Aug 7, 2022"
231747,Kylian Mbappé,"Dec 20, 1998",Paris Saint Germain,2021/2022,Suspended,"May 23, 2022","Aug 7, 2022"
231747,Kylian Mbappé,"Dec 20, 1998",France,2022,Suspended,"May 23, 2022","Aug 7, 2022"
231747,Kylian Mbappé,"Dec 20, 1998",Paris Saint Germain,2021/2022,Suspended,"Mar 1, 2022","Mar 7, 2022"
231747,Kylian Mbappé,"Dec 20, 1998",Paris Saint Germain,2021/2022,Suspended,"Feb 28, 2022","Mar 6, 2022"
231747,Kylian Mbappé,"Dec 20, 1998",France,2022,Suspended,"Feb 28, 2022","Mar 6, 2022"
231747,Kylian Mbappé,"Dec 20, 1998",Paris Saint Germain,2021/2022,Suspended,"Dec 21, 2021","Dec 23, 2021"
231747,Kylian Mbappé,"Dec 20, 1998",France,2022,Suspended,"Dec 20, 2021","Dec 22, 2021"
231747,Kylian Mbappé,"Dec 20, 1998",Paris Saint Germain,2020/2021,Suspended,"May 4, 2021","May 10, 2021"
231747,Kylian Mbappé,"Dec 20, 1998",Paris Saint Germain,2020/2021,Suspended,"Mar 2, 2021","Mar 5, 2021"
231747,Kylian Mbappé,"Dec 20, 1998",Paris Saint Germain,2018/2019,Suspended,"Apr 29, 2019","May 13, 2019"
231747,Kylian Mbappé,"Dec 20, 1998",Paris Saint Germain,2018/2019,Suspended,"Sep 6, 2018","Sep 28, 2018"
231747,Kylian Mbappé,"Dec 20, 1998",Paris Saint Germain,2017/2018,Suspended,"Feb 16, 2018","Feb 19, 2018"
231747,Kylian Mbappé,"Dec 20, 1998",Paris Saint Germain,2017/2018,Suspended,"Feb 1, 2018","Feb 4, 2018"
176580,Luis Suárez,"Jan 24, 1987",Atlético Madrid,2021/2022,Suspended,"Jan 3, 2022","Jan 10, 2022"
176580,Luis Suárez,"Jan 24, 1987",Uruguay,2022,Suspended,"Jan 2, 2022","Jan 9, 2022"
176580,Luis Suárez,"Jan 24, 1987",Atlético Madrid,2021/2022,Suspended,"Jan 2, 2022","Jan 9, 2022"
176580,Luis Suárez,"Jan 24, 1987",Atlético Madrid,2020/2021,Suspended,"Apr 5, 2021","Apr 12, 2021"
176580,Luis Suárez,"Jan 24, 1987",FC Barcelona,2018/2019,Suspended,"Apr 7, 2019","Apr 14, 2019"
176580,Luis Suárez,"Jan 24, 1987",FC Barcelona,2017/2018,Suspended,"Mar 11, 2018","Mar 19, 2018"
176580,Luis Suárez,"Jan 24, 1987",FC Barcelona,2017/2018,Suspended,"Feb 8, 2017","May 27, 2017"
176580,Luis Suárez,"Jan 24, 1987",FC Barcelona,2016/2017,Suspended,"Nov 7, 2016","Nov 20, 2016"
176580,Luis Suárez,"Jan 24, 1987",FC Barcelona,2015/2016,Suspended,"Apr 3, 2016","Apr 10, 2016"
176580,Luis Suárez,"Jan 24, 1987",FC Barcelona,2015/2016,Suspended,"Jan 7, 2016","Jan 21, 2016"
176580,Luis Suárez,"Jan 24, 1987",FC Barcelona,2014/2015,Suspended,"Jun 28, 2014","Oct 24, 2014"
176580,Luis Suárez,"Jan 24, 1987",FC Barcelona,2014/2015,Suspended,"Jun 25, 2014","Jun 29, 2014"
176580,Luis Suárez,"Jan 24, 1987",Liverpool,2013/2014,Suspended,"Apr 22, 2013","Sep 22, 2013"
176580,Luis Suárez,"Jan 24, 1987",Liverpool,2012/2013,Suspended,"Dec 2, 2012","Dec 10, 2012"
176580,Luis Suárez,"Jan 24, 1987",Liverpool,2011/2012,Suspended,"Jan 3, 2012","Feb 1, 2012"
176580,Luis Suárez,"Jan 24, 1987",Liverpool,2011/2012,Suspended,"Dec 29, 2011","Dec 31, 2011"
176580,Luis Suárez,"Jan 24, 1987",Ajax,2010/2011,Suspended,"Jul 3, 2010","Jul 7, 2010"
186153,Wojciech Szczęsny,"Apr 18, 1990",Arsenal,2012/2013,Suspended,"Jun 9, 2012","Jun 13, 2012"
189509,Thiago Alcântara,"Apr 11, 1991",FC Bayern München,2019/2020,Suspended,"Dec 19, 2019","Dec 22, 2019"
189513,Daniel Parejo Muñoz,"Apr 16, 1989",Valencia,2019/2020,Suspended,"Jan 20, 2020","Jan 26, 2020"
189513,Daniel Parejo Muñoz,"Apr 16, 1989",Valencia,2019/2020,Suspended,"May 19, 2019","Aug 18, 2019"
189513,Daniel Parejo Muñoz,"Apr 16, 1989",Valencia,2018/2019,Suspended,"Sep 24, 2018","Sep 27, 2018"
189513,Daniel Parejo Muñoz,"Apr 16, 1989",Valencia,2017/2018,Suspended,"May 6, 2018","May 13, 2018"
189513,Daniel Parejo Muñoz,"Apr 16, 1989",Valencia,2017/2018,Suspended,"Apr 19, 2018","Apr 22, 2018"
189513,Daniel Parejo Muñoz,"Apr 16, 1989",Valencia,2017/2018,Suspended,"Jan 14, 2018","Jan 21, 2018"
189513,Daniel Parejo Muñoz,"Apr 16, 1989",Valencia,2017/2018,Suspended,"Oct 22, 2017","Oct 29, 2017"
189513,Daniel Parejo Muñoz,"Apr 16, 1989",Valencia,2016/2017,Suspended,"Apr 23, 2017","Apr 27, 2017"
189513,Daniel Parejo Muñoz,"Apr 16, 1989",Valencia,2016/2017,Suspended,"Jan 31, 2017","Feb 5, 2017"
189513,Daniel Parejo Muñoz,"Apr 16, 1989",Valencia,2015/2016,Suspended,"Dec 6, 2015","Dec 14, 2015"
189513,Daniel Parejo Muñoz,"Apr 16, 1989",Valencia,2015/2016,Suspended,"May 24, 2015","Aug 23, 2015"
189513,Daniel Parejo Muñoz,"Apr 16, 1989",Valencia,2014/2015,Suspended,"Apr 6, 2015","Apr 10, 2015"
189513,Daniel Parejo Muñoz,"Apr 16, 1989",Valencia,2014/2015,Suspended,"Dec 8, 2014","Dec 14, 2014"
189513,Daniel Parejo Muñoz,"Apr 16, 1989",Valencia,2013/2014,Suspended,"Feb 24, 2014","Mar 3, 2014"
189513,Daniel Parejo Muñoz,"Apr 16, 1989",Valencia,2014/2015,Suspended,"Jan 15, 2014","Dec 6, 2014"
189513,Daniel Parejo Muñoz,"Apr 16, 1989",Valencia,2013/2014,Suspended,"Jun 2, 2013","Aug 18, 2013"
189513,Daniel Parejo Muñoz,"Apr 16, 1989",Valencia,2012/2013,Suspended,"Jan 13, 2013","Jan 21, 2013"
192505,Romelu Lukaku,"May 13, 1993",Chelsea,2011/2012,Suspended,"Apr 23, 2012","Apr 25, 2012"
195864,Paul Pogba,"Mar 15, 1993",Manchester United,2021/2022,Suspended,"Oct 25, 2021","Nov 21, 2021"
195864,Paul Pogba,"Mar 15, 1993",Manchester United,2021/2022,Suspended,"Oct 24, 2021","Nov 20, 2021"
195864,Paul Pogba,"Mar 15, 1993",France,2022,Suspended,"Oct 24, 2021","Nov 20, 2021"
195864,Paul Pogba,"Mar 15, 1993",Manchester United,2017/2018,Suspended,"Dec 3, 2017","Dec 18, 2017"
195864,Paul Pogba,"Mar 15, 1993",Manchester United,2016/2017,Suspended,"Nov 28, 2016","Dec 2, 2016"
195864,Paul Pogba,"Mar 15, 1993",Manchester United,2016/2017,Suspended,"Aug 13, 2016","Aug 15, 2016"
201024,Kalidou Koulibaly,"Jun 20, 1991",Chelsea,2022/2023,Suspended,"Aug 22, 2022","Aug 28, 2022"
201024,Kalidou Koulibaly,"Jun 20, 1991",Chelsea,2022/2023,Suspended,"Aug 21, 2022","Aug 27, 2022"
201024,Kalidou Koulibaly,"Jun 20, 1991",Genk,2013/2014,Suspended,"Mar 29, 2014","Mar 29, 2014"
201024,Kalidou Koulibaly,"Jun 20, 1991",Genk,2012/2013,Suspended,"Mar 29, 2013","Apr 7, 2013"
201024,Kalidou Koulibaly,"Jun 20, 1991",Genk,2012/2013,Suspended,"Nov 2, 2012","Nov 5, 2012"
208093,Gerard Moreno Balagueró,"Apr 7, 1992",Villarreal,2019/2020,Suspended,"Jul 9, 2020","Jul 14, 2020"
208093,Gerard Moreno Balagueró,"Apr 7, 1992",Espanyol,2016/2017,Suspended,"Apr 1, 2017","Apr 5, 2017"
208093,Gerard Moreno Balagueró,"Apr 7, 1992",Espanyol,2015/2016,Suspended,"Jan 24, 2016","Feb 1, 2016"
208830,Jamie Vardy,"Jan 11, 1987",Leicester City,2018/2019,Suspended,"Aug 27, 2018","Aug 29, 2018"
208830,Jamie Vardy,"Jan 11, 1987",Leicester City,2018/2019,Suspended,"Aug 19, 2018","Sep 2, 2018"
208830,Jamie Vardy,"Jan 11, 1987",Leicester City,2016/2017,Suspended,"Dec 18, 2016","Jan 3, 2017"
208830,Jamie Vardy,"Jan 11, 1987",Leicester City,2015/2016,Suspended,"Apr 18, 2016","May 2, 2016"
208830,Jamie Vardy,"Jan 11, 1987",Leicester City,2014/2015,Suspended,"Dec 27, 2014","Dec 29, 2014"
208830,Jamie Vardy,"Jan 11, 1987",Leicester City,2013/2014,Suspended,"Dec 30, 2013","Jan 2, 2014"
212218,Aymeric Laporte,"May 27, 1994",Manchester City,2021/2022,Suspended,"Nov 29, 2021","Dec 3, 2021"
212218,Aymeric Laporte,"May 27, 1994",Spain,2022,Suspended,"Nov 28, 2021","Dec 4, 2021"
212218,Aymeric Laporte,"May 27, 1994",Manchester City,2021/2022,Suspended,"Oct 31, 2021","Nov 7, 2021"
212218,Aymeric Laporte,"May 27, 1994",Manchester City,2021/2022,Suspended,"Oct 30, 2021","Nov 21, 2021"
212218,Aymeric Laporte,"May 27, 1994",Spain,2022,Suspended,"Oct 30, 2021","Nov 21, 2021"
212218,Aymeric Laporte,"May 27, 1994",Athletic Club,2017/2018,Suspended,"Nov 27, 2017","Dec 3, 2017"
212218,Aymeric Laporte,"May 27, 1994",Athletic Club,2016/2017,Suspended,"May 8, 2017","May 15, 2017"
212218,Aymeric Laporte,"May 27, 1994",Athletic Club,2016/2017,Suspended,"Dec 12, 2016","Dec 20, 2016"
212218,Aymeric Laporte,"May 27, 1994",Athletic Club,2015/2016,Suspended,"Dec 31, 2015","Jan 4, 2016"
212218,Aymeric Laporte,"May 27, 1994",Athletic Club,2015/2016,Suspended,"Nov 30, 2015","Dec 7, 2015"
212218,Aymeric Laporte,"May 27, 1994",Athletic Club,2014/2015,Suspended,"Apr 5, 2015","Apr 10, 2015"
212218,Aymeric Laporte,"May 27, 1994",Athletic Club,2014/2015,Suspended,"Jan 30, 2015","Feb 12, 2015"
212218,Aymeric Laporte,"May 27, 1994",Athletic Club,2014/2015,Suspended,"Dec 15, 2014","Dec 22, 2014"
212218,Aymeric Laporte,"May 27, 1994",Athletic Club,2013/2014,Suspended,"Mar 30, 2014","Apr 8, 2014"
212218,Aymeric Laporte,"May 27, 1994",Athletic Club,2012/2013,Suspended,"Apr 9, 2013","Apr 15, 2013"
212218,Aymeric Laporte,"May 27, 1994",Athletic Club,2012/2013,Suspended,"Jan 6, 2013","Jan 13, 2013"
199434,Dušan Tadić,"Nov 20, 1988",FC Twente,2012/2013,Suspended,"Mar 31, 2013","Apr 7, 2013"
204639,Stefan Savić,"Jan 8, 1991",Atlético Madrid,2021/2022,Suspended,"Apr 21, 2022","May 1, 2022"
204639,Stefan Savić,"Jan 8, 1991",Atlético Madrid,2021/2022,Suspended,"Apr 20, 2022","Apr 30, 2022"
204639,Stefan Savić,"Jan 8, 1991",Atlético Madrid,2021/2022,Suspended,"Feb 27, 2022","Mar 7, 2022"
204639,Stefan Savić,"Jan 8, 1991",Atlético Madrid,2021/2022,Suspended,"Feb 26, 2022","Mar 6, 2022"
204639,Stefan Savić,"Jan 8, 1991","
, Montenegro",2022,Suspended,"Feb 26, 2022","Mar 6, 2022"
204639,Stefan Savić,"Jan 8, 1991",Atlético Madrid,2021/2022,Suspended,"May 17, 2021","May 23, 2021"
204639,Stefan Savić,"Jan 8, 1991",Atlético Madrid,2020/2021,Suspended,"Feb 18, 2021","Feb 21, 2021"
204639,Stefan Savić,"Jan 8, 1991",Atlético Madrid,2020/2021,Suspended,"Dec 31, 2020","Jan 4, 2021"
204639,Stefan Savić,"Jan 8, 1991",Atlético Madrid,2019/2020,Suspended,"Jun 28, 2020","Jul 1, 2020"
204639,Stefan Savić,"Jan 8, 1991",Atlético Madrid,2018/2019,Suspended,"Sep 2, 2018","Sep 16, 2018"
204639,Stefan Savić,"Jan 8, 1991",Atlético Madrid,2017/2018,Suspended,"Jan 7, 2018","Jan 14, 2018"
204639,Stefan Savić,"Jan 8, 1991",Atlético Madrid,2016/2017,Suspended,"Apr 30, 2017","May 7, 2017"
204963,Daniel Carvajal Ramos,"Jan 11, 1992",Real Madrid,2020/2021,Suspended,"Jan 3, 2021","Jan 10, 2021"
204963,Daniel Carvajal Ramos,"Jan 11, 1992",Real Madrid,2019/2020,Suspended,"Jul 6, 2020","Jul 11, 2020"
204963,Daniel Carvajal Ramos,"Jan 11, 1992",Real Madrid,2019/2020,Suspended,"Jan 19, 2020","Jan 27, 2020"
204963,Daniel Carvajal Ramos,"Jan 11, 1992",Real Madrid,2019/2020,Suspended,"May 20, 2019","Aug 18, 2019"
204963,Daniel Carvajal Ramos,"Jan 11, 1992",Real Madrid,2018/2019,Suspended,"Jan 28, 2019","Feb 4, 2019"
204963,Daniel Carvajal Ramos,"Jan 11, 1992",Real Madrid,2017/2018,Suspended,"Mar 19, 2018","Apr 1, 2018"
204963,Daniel Carvajal Ramos,"Jan 11, 1992",Real Madrid,2017/2018,Suspended,"Dec 24, 2017","Jan 8, 2018"
204963,Daniel Carvajal Ramos,"Jan 11, 1992",Real Madrid,2017/2018,Suspended,"Dec 3, 2017","Dec 10, 2017"
204963,Daniel Carvajal Ramos,"Jan 11, 1992",Real Madrid,2016/2017,Suspended,"Apr 9, 2017","Apr 16, 2017"
204963,Daniel Carvajal Ramos,"Jan 11, 1992",Real Madrid,2016/2017,Suspended,"Oct 24, 2016","Oct 30, 2016"
204963,Daniel Carvajal Ramos,"Jan 11, 1992",Real Madrid,2015/2016,Suspended,"Feb 28, 2016","Mar 3, 2016"
204963,Daniel Carvajal Ramos,"Jan 11, 1992",Real Madrid,2014/2015,Suspended,"Apr 27, 2015","Apr 30, 2015"
204963,Daniel Carvajal Ramos,"Jan 11, 1992",Real Madrid,2014/2015,Suspended,"Jan 5, 2015","Jan 11, 2015"
204963,Daniel Carvajal Ramos,"Jan 11, 1992",Real Madrid,2013/2014,Suspended,"Apr 6, 2014","Apr 13, 2014"
206517,Jack Grealish,"Sep 10, 1995",Aston Villa,2016/2017,Suspended,"Feb 5, 2017","Feb 12, 2017"
206517,Jack Grealish,"Sep 10, 1995",Aston Villa,2016/2017,Suspended,"Oct 18, 2016","Oct 31, 2016"
206517,Jack Grealish,"Sep 10, 1995",Aston Villa,2014/2015,Suspended,"Mar 8, 2015","Mar 15, 2015"
207410,Mateo Kovačić,"May 6, 1994",Chelsea,2020/2021,Suspended,"Sep 12, 2020","Sep 15, 2020"
207410,Mateo Kovačić,"May 6, 1994",Chelsea,2019/2020,Suspended,"Dec 23, 2019","Dec 27, 2019"
207410,Mateo Kovačić,"May 6, 1994",Real Madrid,2015/2016,Suspended,"Jan 4, 2016","Jan 10, 2016"
208418,Yannick Carrasco,"Sep 4, 1993",Atlético Madrid,2021/2022,Suspended,"Mar 12, 2022","Mar 20, 2022"
208418,Yannick Carrasco,"Sep 4, 1993",Atlético Madrid,2021/2022,Suspended,"Mar 11, 2022","Mar 19, 2022"
208418,Yannick Carrasco,"Sep 4, 1993",Atlético Madrid,2020/2021,Suspended,"Mar 22, 2021","Apr 5, 2021"
208418,Yannick Carrasco,"Sep 4, 1993",Atlético Madrid,2016/2017,Suspended,"Mar 20, 2017","Apr 2, 2017"
208418,Yannick Carrasco,"Sep 4, 1993",Atlético Madrid,2015/2016,Suspended,"Mar 13, 2016","Mar 20, 2016"
208418,Yannick Carrasco,"Sep 4, 1993",Monaco,2014/2015,Suspended,"Feb 3, 2015","Feb 5, 2015"
209989,Thomas Partey,"Jun 13, 1993",Arsenal,2021/2022,Suspended,"Jan 21, 2022","Jan 24, 2022"
209989,Thomas Partey,"Jun 13, 1993",Ghana,2020,Suspended,"Jan 20, 2022","Jan 23, 2022"
209989,Thomas Partey,"Jun 13, 1993",Arsenal,2021/2022,Suspended,"Jan 20, 2022","Jan 23, 2022"
209989,Thomas Partey,"Jun 13, 1993",Atlético Madrid,2019/2020,Suspended,"Mar 2, 2020","Mar 8, 2020"
209989,Thomas Partey,"Jun 13, 1993",Atlético Madrid,2019/2020,Suspended,"Nov 11, 2019","Nov 24, 2019"
209989,Thomas Partey,"Jun 13, 1993",Atlético Madrid,2018/2019,Suspended,"Apr 7, 2019","Apr 14, 2019"
209989,Thomas Partey,"Jun 13, 1993",Atlético Madrid,2018/2019,Suspended,"Feb 10, 2019","Feb 17, 2019"
209989,Thomas Partey,"Jun 13, 1993",Atlético Madrid,2017/2018,Suspended,"Apr 9, 2018","Apr 16, 2018"
209989,Thomas Partey,"Jun 13, 1993",Atlético Madrid,2017/2018,Suspended,"May 22, 2017","Aug 20, 2017"
209989,Thomas Partey,"Jun 13, 1993",Almería,2014/2015,Suspended,"Mar 22, 2015","Apr 5, 2015"
209989,Thomas Partey,"Jun 13, 1993",Almería,2014/2015,Suspended,"Nov 9, 2014","Nov 25, 2014"
209989,Thomas Partey,"Jun 13, 1993",Almería,2014/2015,Suspended,"Jun 1, 2014","Jun 8, 2014"
209989,Thomas Partey,"Jun 13, 1993",Mallorca,2013/2014,Suspended,"Dec 9, 2013","Dec 15, 2013"
209989,Thomas Partey,"Jun 13, 1993",Mallorca,2013/2014,Suspended,"Nov 18, 2013","Nov 24, 2013"
209989,Thomas Partey,"Jun 13, 1993",Mallorca,2013/2014,Suspended,"Aug 26, 2013","Sep 2, 2013"
216393,Youri Tielemans,"May 7, 1997",Monaco,2018/2019,Suspended,"Nov 8, 2018","Nov 12, 2018"
216393,Youri Tielemans,"May 7, 1997",Anderlecht,2016/2017,Suspended,"Feb 27, 2017","Mar 5, 2017"
216393,Youri Tielemans,"May 7, 1997",Anderlecht,2015/2016,Suspended,"Sep 24, 2015","Sep 28, 2015"
216460,José María Giménez,"Jan 20, 1995",Atlético Madrid,2022/2023,Suspended,"Nov 7, 2022","Nov 10, 2022"
216460,José María Giménez,"Jan 20, 1995",Uruguay,2022,Suspended,"Nov 6, 2022","Nov 9, 2022"
216460,José María Giménez,"Jan 20, 1995",Atlético Madrid,2021/2022,Suspended,"Jan 3, 2022","Jan 10, 2022"
216460,José María Giménez,"Jan 20, 1995",Uruguay,2022,Suspended,"Jan 2, 2022","Jan 9, 2022"
216460,José María Giménez,"Jan 20, 1995",Atlético Madrid,2021/2022,Suspended,"Jan 2, 2022","Jan 9, 2022"
216460,José María Giménez,"Jan 20, 1995",Atlético Madrid,2020/2021,Suspended,"Apr 23, 2021","Apr 26, 2021"
216460,José María Giménez,"Jan 20, 1995",Atlético Madrid,2018/2019,Suspended,"Apr 7, 2019","Apr 14, 2019"
216460,José María Giménez,"Jan 20, 1995",Atlético Madrid,2017/2018,Suspended,"Apr 23, 2018","Apr 30, 2018"
216460,José María Giménez,"Jan 20, 1995",Atlético Madrid,2017/2018,Suspended,"May 15, 2017","May 22, 2017"
216460,José María Giménez,"Jan 20, 1995",Atlético Madrid,2015/2016,Suspended,"Feb 15, 2016","Feb 22, 2016"
220814,Lucas Hernández,"Feb 14, 1996",FC Bayern München,2021/2022,Suspended,"Feb 27, 2022","Mar 6, 2022"
220814,Lucas Hernández,"Feb 14, 1996",FC Bayern München,2021/2022,Suspended,"Feb 26, 2022","Mar 5, 2022"
220814,Lucas Hernández,"Feb 14, 1996",Atlético Madrid,2018/2019,Suspended,"May 21, 2018","Aug 21, 2018"
220814,Lucas Hernández,"Feb 14, 1996",Atlético Madrid,2017/2018,Suspended,"Apr 16, 2018","Apr 20, 2018"
200458,Lucas Digne,"Jul 20, 1993",Everton,2020/2021,Suspended,"Oct 26, 2020","Nov 2, 2020"
200458,Lucas Digne,"Jul 20, 1993",Lille,2012/2013,Suspended,"Apr 8, 2013","Apr 16, 2013"
200458,Lucas Digne,"Jul 20, 1993",Lille,2012/2013,Suspended,"Feb 26, 2013","Mar 1, 2013"
207863,Felipe Augusto de Almeida Monteiro,"May 16, 1989",Atlético Madrid,2021/2022,Suspended,"Apr 18, 2022","Apr 21, 2022"
207863,Felipe Augusto de Almeida Monteiro,"May 16, 1989",Brazil,2022,Suspended,"Apr 17, 2022","Apr 20, 2022"
207863,Felipe Augusto de Almeida Monteiro,"May 16, 1989",Atlético Madrid,2021/2022,Suspended,"Feb 13, 2022","Feb 17, 2022"
207863,Felipe Augusto de Almeida Monteiro,"May 16, 1989",Atlético Madrid,2021/2022,Suspended,"Feb 12, 2022","Feb 16, 2022"
207863,Felipe Augusto de Almeida Monteiro,"May 16, 1989",Atlético Madrid,2020/2021,Suspended,"Mar 11, 2021","Mar 14, 2021"
207863,Felipe Augusto de Almeida Monteiro,"May 16, 1989",Atlético Madrid,2019/2020,Suspended,"Feb 2, 2020","Feb 9, 2020"
208670,Hakim Ziyech,"Mar 19, 1993",FC Twente,2015/2016,Suspended,"Apr 16, 2016","Apr 21, 2016"
208670,Hakim Ziyech,"Mar 19, 1993",FC Twente,2014/2015,Suspended,"Mar 23, 2015","Apr 5, 2015"
208670,Hakim Ziyech,"Mar 19, 1993",SC Heerenveen,2013/2014,Suspended,"Mar 30, 2014","Apr 6, 2014"
208670,Hakim Ziyech,"Mar 19, 1993",SC Heerenveen,2013/2014,Suspended,"Feb 17, 2014","Feb 23, 2014"
210243,Ricardo Barbosa Pereira,"Oct 6, 1993",Nice,2015/2016,Suspended,"Apr 26, 2016","May 2, 2016"
210243,Ricardo Barbosa Pereira,"Oct 6, 1993",Nice,2015/2016,Suspended,"Nov 17, 2015","Nov 23, 2015"
211688,José Luís Gayà Peña,"May 25, 1995",Valencia,2022/2023,Suspended,"May 22, 2022","Sep 5, 2022"
