ID_Player,Name,birth_date,Team,Saison,Type,Start,End
20801,C. Ronaldo dos Santos Aveiro,"Feb 5, 1985",Real Madrid CF,2016/2017,Blessure au genou,"Jul 11, 2016","Sep 8, 2016"
152729,Gerard Piqué Bernabeu,"Feb 2, 1987",FC Barcelona,2017/2018,Virus,"May 12, 2017","May 18, 2017"
152729,Gerard Piqué Bernabeu,"Feb 2, 1987",FC Barcelona,2016/2017,Ischio-jambier,"Feb 10, 2017","Feb 13, 2017"
177003,Luka Modrić,"Sep 9, 1985",Real Madrid CF,2016,Entorse du muscle de la cuisse,"Jun 18, 2016","Jun 23, 2016"
177003,Luka Modrić,"Sep 9, 1985",Real Madrid CF,2015/2016,Blessure à la cheville ou au pied,"Feb 28, 2016","Mar 7, 2016"
139068,Luís Carlos Almeida da Cunha,"Nov 17, 1986",Manchester United,2011/2012,Blessure à la cheville ou au pied,"Mar 9, 2012","Apr 10, 2012"
139068,Luís Carlos Almeida da Cunha,"Nov 17, 1986",Manchester United,2010/2011,Blessure au mollet,"Mar 5, 2011","Mar 14, 2011"
155862,Sergio Ramos García,"Mar 30, 1986",Real Madrid CF,2020/2021,Ischio-jambier,"May 7, 2021","May 21, 2021"
41,Andrés Iniesta Luján,"May 11, 1984",FC Barcelona,2014/2015,Entorse du mollet,"Oct 26, 2014","Nov 29, 2014"
41,Andrés Iniesta Luján,"May 11, 1984",FC Barcelona,2014/2015,Blessure au genou,"Aug 30, 2014","Sep 11, 2014"
162895,Francesc Fàbregas i Soler,"May 4, 1987",AS Monaco,2020/2021,Blessure au mollet,"Dec 8, 2020","Feb 2, 2021"
162895,Francesc Fàbregas i Soler,"May 4, 1987",AS Monaco,2020/2021,Coup,"Aug 20, 2020","Sep 10, 2020"
152908,Ashley Young,"Jul 9, 1985",Manchester United,2018/2019,Coup,"Jul 4, 2018","Jul 6, 2018"
152908,Ashley Young,"Jul 9, 1985",Manchester United,2017/2018,Blessure au genou,"Mar 28, 2018","Mar 30, 2018"
20801,C. Ronaldo dos Santos Aveiro,"Feb 5, 1985",Real Madrid CF,2015/2016,Entorse du muscle de la cuisse,"Apr 27, 2016","May 2, 2016"
20801,C. Ronaldo dos Santos Aveiro,"Feb 5, 1985",Real Madrid CF,2014/2015,Coup,"Aug 29, 2014","Sep 10, 2014"
152729,Gerard Piqué Bernabeu,"Feb 2, 1987", Stuttgart II,2016/2017,Blessure à la cheville ou au pied,"Oct 20, 2016","Nov 10, 2016"
152729,Gerard Piqué Bernabeu,"Feb 2, 1987",FC Barcelona,2014/2015,Entorse du muscle de la cuisse,"Jun 22, 2014","Jun 23, 2014"
177003,Luka Modrić,"Sep 9, 1985",Real Madrid CF,2015/2016,Entorse du muscle de la cuisse,"Oct 14, 2015","Oct 20, 2015"
177003,Luka Modrić,"Sep 9, 1985",Real Madrid CF,2015,Blessure au genou,"Apr 23, 2015","Jun 25, 2015"
139068,Luís Carlos Almeida da Cunha,"Nov 17, 1986",Manchester United,2010/2011,Entorse de l'aine,"Nov 3, 2010","Nov 11, 2010"
139068,Luís Carlos Almeida da Cunha,"Nov 17, 1986",Manchester United,2010/2011,Blessure à l'épaule,"Jun 9, 2010","Jun 10, 2010"
155862,Sergio Ramos García,"Mar 30, 1986",Real Madrid CF,2020/2021,Entorse du mollet,"Apr 1, 2021","May 4, 2021"
155862,Sergio Ramos García,"Mar 30, 1986",Real Madrid CF,2020/2021,Blessure au mollet,"Mar 17, 2021","Mar 24, 2021"
41,Andrés Iniesta Luján,"May 11, 1984",FC Barcelona,2013/2014,Blessure au genou,"Jan 12, 2014","Jan 28, 2014"
41,Andrés Iniesta Luján,"May 11, 1984",FC Barcelona,2012/2013,Entorse du muscle de la cuisse,"Sep 12, 2012","Sep 30, 2012"
162895,Francesc Fàbregas i Soler,"May 4, 1987",AS Monaco,2019/2020,Blessure à l'aine/au bassin,"Nov 1, 2019","Nov 20, 2019"
162895,Francesc Fàbregas i Soler,"May 4, 1987",AS Monaco,2018/2019,Entorse du mollet,"Apr 14, 2019","May 15, 2019"
152908,Ashley Young,"Jul 9, 1985",Manchester United,2017/2018,Ischio-jambier,"May 6, 2017","Sep 11, 2017"
152908,Ashley Young,"Jul 9, 1985",Manchester United,2016/2017,Coup,"Apr 6, 2017","Apr 14, 2017"
20801,C. Ronaldo dos Santos Aveiro,"Feb 5, 1985",Real Madrid CF,2014/2015,Coup,"May 8, 2014","May 15, 2014"
20801,C. Ronaldo dos Santos Aveiro,"Feb 5, 1985",Real Madrid CF,2013/2014,Blessure au genou,"Apr 9, 2014","Apr 21, 2014"
152729,Gerard Piqué Bernabeu,"Feb 2, 1987",FC Barcelona,2013/2014,Entorse de l'aine,"Apr 2, 2014","May 10, 2014"
152729,Gerard Piqué Bernabeu,"Feb 2, 1987",FC Barcelona,2013/2014,Entorse du mollet,"Feb 24, 2014","Mar 6, 2014"
177003,Luka Modrić,"Sep 9, 1985",Real Madrid CF,2014/2015,Entorse du muscle de la cuisse,"Nov 17, 2014","Mar 9, 2015"
177003,Luka Modrić,"Sep 9, 1985",Real Madrid CF,2013/2014,Blessure au mollet,"May 2, 2014","May 6, 2014"
139068,Luís Carlos Almeida da Cunha,"Nov 17, 1986",Manchester United,2010/2011,Fracture de la clavicule,"Jun 4, 2010","Aug 1, 2010"
139068,Luís Carlos Almeida da Cunha,"Nov 17, 1986",Manchester United,2009/2010,Blessure à la cheville ou au pied,"Dec 9, 2009","Jan 15, 2010"
155862,Sergio Ramos García,"Mar 30, 1986",Real Madrid CF,2020/2021,Blessure au genou,"Jan 15, 2021","Mar 12, 2021"
155862,Sergio Ramos García,"Mar 30, 1986",Real Madrid CF,2020/2021,Virus,"Jan 1, 2021","Jan 8, 2021"
162895,Francesc Fàbregas i Soler,"May 4, 1987",AS Monaco,2018/2019,Entorse du muscle de la cuisse,"Mar 14, 2019","Apr 5, 2019"
162895,Francesc Fàbregas i Soler,"May 4, 1987",Chelsea,2018/2019,Blessure au cou,"Dec 29, 2018","Jan 1, 2019"
152908,Ashley Young,"Jul 9, 1985",Manchester United,2015/2016,Blessure à l'aine/au bassin,"Jan 18, 2016","Mar 16, 2016"
152908,Ashley Young,"Jul 9, 1985",Manchester United,2015/2016,Entorse du mollet,"Oct 5, 2015","Oct 22, 2015"
20801,C. Ronaldo dos Santos Aveiro,"Feb 5, 1985",Real Madrid CF,2013/2014,Ischio-jambier,"Nov 24, 2013","Dec 9, 2013"
152729,Gerard Piqué Bernabeu,"Feb 2, 1987",FC Barcelona,2013/2014,Pubalgie,"Nov 8, 2013","Nov 20, 2013"
152729,Gerard Piqué Bernabeu,"Feb 2, 1987",FC Barcelona,2012/2013,Blessure à la cheville ou au pied,"Sep 20, 2012","Nov 5, 2012"
177003,Luka Modrić,"Sep 9, 1985",Tottenham Hotspur,2010/2011,Appendicite,"Feb 2, 2011","Feb 14, 2011"
177003,Luka Modrić,"Sep 9, 1985",Tottenham Hotspur,2010/2011,Ischio-jambier,"Aug 19, 2010","Sep 7, 2010"
155862,Sergio Ramos García,"Mar 30, 1986",Real Madrid CF,2020/2021,Ischio-jambier,"Nov 18, 2020","Dec 8, 2020"
155862,Sergio Ramos García,"Mar 30, 1986",Real Madrid CF,2019/2020,Blessure à la cheville ou au pied,"Jan 16, 2020","Jan 24, 2020"
162895,Francesc Fàbregas i Soler,"May 4, 1987",Chelsea,2018/2019,Maladie,"Nov 5, 2018","Nov 10, 2018"
162895,Francesc Fàbregas i Soler,"May 4, 1987",Chelsea,2018/2019,Blessure au genou,"Aug 9, 2018","Sep 19, 2018"
152908,Ashley Young,"Jul 9, 1985",Manchester United,2014/2015,Ischio-jambier,"Jan 2, 2015","Feb 2, 2015"
152908,Ashley Young,"Jul 9, 1985",Manchester United,2014/2015,Blessure à l'aine/au bassin,"Oct 23, 2014","Nov 20, 2014"
20801,C. Ronaldo dos Santos Aveiro,"Feb 5, 1985",Real Madrid CF,2013/2014,Blessure au dos,"May 30, 2013","Jun 5, 2013"
20801,C. Ronaldo dos Santos Aveiro,"Feb 5, 1985",Real Madrid CF,2012/2013,Ischio-jambier,"Apr 25, 2013","Apr 29, 2013"
155862,Sergio Ramos García,"Mar 30, 1986",Real Madrid CF,2019,Entorse du mollet,"Apr 12, 2019","May 30, 2019"
162895,Francesc Fàbregas i Soler,"May 4, 1987",Chelsea,2017/2018,Ischio-jambier,"Jan 14, 2018","Jan 26, 2018"
162895,Francesc Fàbregas i Soler,"May 4, 1987",Chelsea,2016/2017,Entorse du muscle de la cuisse,"Oct 2, 2016","Nov 19, 2016"
152908,Ashley Young,"Jul 9, 1985",Manchester United,2014/2015,Entorse de l'aine,"Sep 9, 2014","Oct 18, 2014"
152908,Ashley Young,"Jul 9, 1985",Manchester United,2013/2014,Blessure au pouce ou au poignet,"Apr 6, 2014","Apr 9, 2014"
155862,Sergio Ramos García,"Mar 30, 1986",Real Madrid CF,2017/2018,Coup,"Mar 30, 2018","Apr 2, 2018"
155862,Sergio Ramos García,"Mar 30, 1986",Real Madrid CF,2017/2018,Entorse du mollet,"Jan 25, 2018","Feb 2, 2018"
162895,Francesc Fàbregas i Soler,"May 4, 1987",Chelsea,2015/2016,Maladie,"Dec 27, 2015","Jan 2, 2016"
162895,Francesc Fàbregas i Soler,"May 4, 1987",Chelsea,2014/2015,Ischio-jambier,"Jan 29, 2015","Feb 9, 2015"
152908,Ashley Young,"Jul 9, 1985",Manchester United,2013/2014,Blessure à l'épaule,"Jan 2, 2014","Jan 18, 2014"
152908,Ashley Young,"Jul 9, 1985",Manchester United,2013/2014,Blessure à la cheville ou au pied,"Aug 10, 2013","Aug 25, 2013"
155862,Sergio Ramos García,"Mar 30, 1986",Real Madrid CF,2017/2018, Blessure au nez,"Nov 22, 2017","Nov 30, 2017"
162895,Francesc Fàbregas i Soler,"May 4, 1987",FC Barcelona,2013/2014,Entorse de la cheville,"Aug 11, 2013","Aug 17, 2013"
162895,Francesc Fàbregas i Soler,"May 4, 1987",FC Barcelona,2012/2013,Entorse du muscle de la cuisse,"Dec 10, 2012","Jan 3, 2013"
152908,Ashley Young,"Jul 9, 1985",Manchester United,2013/2014,Blessure à la cheville ou au pied,"Apr 9, 2013","Jul 25, 2013"
152908,Ashley Young,"Jul 9, 1985",Manchester United,2012/2013,Blessure au genou,"Jan 13, 2013","Feb 9, 2013"
155862,Sergio Ramos García,"Mar 30, 1986",Real Madrid CF,2016/2017,Blessure à la hanche/cuisse,"Feb 16, 2017","Feb 20, 2017"
155862,Sergio Ramos García,"Mar 30, 1986",Real Madrid CF,2016/2017,Maladie,"Dec 13, 2016","Dec 14, 2016"
162895,Francesc Fàbregas i Soler,"May 4, 1987",FC Barcelona,2011/2012,Entorse du muscle de la cuisse,"Apr 30, 2011","May 12, 2011"
162895,Francesc Fàbregas i Soler,"May 4, 1987",Arsenal,2010/2011,Ischio-jambier,"Mar 10, 2011","Mar 31, 2011"
152908,Ashley Young,"Jul 9, 1985",Manchester United,2012/2013,Coup,"Dec 24, 2012","Dec 28, 2012"
152908,Ashley Young,"Jul 9, 1985",Manchester United,2012/2013,Blessure au genou,"Aug 26, 2012","Oct 19, 2012"
155862,Sergio Ramos García,"Mar 30, 1986",Real Madrid CF,2016/2017,Blessure au genou,"Oct 10, 2016","Nov 18, 2016"
155862,Sergio Ramos García,"Mar 30, 1986",Real Madrid CF,2015/2016,Entorse du mollet,"Jan 15, 2016","Jan 30, 2016"
162895,Francesc Fàbregas i Soler,"May 4, 1987",Arsenal,2010/2011,Ischio-jambier,"Feb 25, 2011","Mar 7, 2011"
162895,Francesc Fàbregas i Soler,"May 4, 1987",Arsenal,2010/2011,Ischio-jambier,"Nov 24, 2010","Dec 12, 2010"
152908,Ashley Young,"Jul 9, 1985",Manchester United,2011/2012,Blessure à la cheville ou au pied,"Jan 5, 2012","Feb 2, 2012"
152908,Ashley Young,"Jul 9, 1985",Manchester United,2011/2012,Blessure à la cheville ou au pied,"Dec 22, 2011","Jan 26, 2012"
155862,Sergio Ramos García,"Mar 30, 1986",Real Madrid CF,2015/2016,Entorse du mollet,"Dec 21, 2015","Jan 2, 2016"
155862,Sergio Ramos García,"Mar 30, 1986",Real Madrid CF,2015/2016,Blessure à l'épaule,"Nov 24, 2015","Dec 10, 2015"
