Update_Date_Team,Competition_ID,Competiton,Team_ID,Team,Overall_Comp,Attack_Comp,Milieu_Comp,Defense_Comp,NbJoueurs_Team,pays
"Oct 28, 2022",2076, [Germany] 3. Liga,110676,Borussia Dortmund II,63,64,63,63,23,Germany
"Oct 28, 2022",54, [Spain] La Liga 2,110902,Villarreal II,66,68,67,66,30,Spain
"Oct 28, 2022",31, [Italy] Serie A,111434,Cremonese,71,71,71,72,26,Italy
"Oct 28, 2022",39, [United States] Major League Soccer,111144,Seattle Sounders,70,72,71,69,27,United States
"Oct 28, 2022",54, [Spain] La Liga 2,110839,Huesca,69,69,69,68,30,Spain
"Oct 28, 2022",349, [Japan] J-League,112093,Gamba Osaka,68,67,66,71,30,Japan
"Oct 28, 2022",54, [Spain] La Liga 2,110832,Granada,73,75,73,71,30,Spain
"Oct 28, 2022",54, [Spain] La Liga 2,110827,Real Oviedo,70,72,69,69,30,Spain
"Oct 28, 2022",20, [Germany] 2. Bundesliga,165,SpVgg Greuther Fürth,69,67,69,69,30,Germany
"Oct 28, 2022",68, [Turkey] Super Lig,113142,Alanyaspor,70,71,68,69,26,Turkey
"Oct 28, 2022",189, [Switzerland] Super League,324,Servette,68,70,69,66,28,Switzerland
"Oct 28, 2022",2012, [China PR] Super League,112540,Shanghai SIPG,68,66,63,66,28,China PR
"Oct 28, 2022",54, [Spain] La Liga 2,110704,Barcelona II,69,68,70,68,30,Spain
"Oct 28, 2022",65, [Republic of Ireland] Premier Division,1572,Drogheda United,56,54,56,56,28,Republic of Ireland
"Oct 28, 2022",308, [Portugal] Liga Portugal,1898,Boavista,70,70,69,70,29,Portugal
"Oct 28, 2022",83, [Korea Republic] K League 1,1473,Ulsan,70,71,70,70,28,Korea Republic
"Oct 28, 2022",308, [Portugal] Liga Portugal,1438,Santa Clara,70,70,68,69,30,Portugal
"Oct 28, 2022",4, [Belgium] Jupiler Pro League,680,Sint-Truiden,67,68,68,67,24,Belgium
"Oct 28, 2022",78, [World] Friendly International,1387,United States,75,75,76,74,23,United States
"Oct 28, 2022",10, [Netherlands] Eredivisie,1905,RKC Waalwijk,66,67,65,66,28,Netherlands
