ID,BirthDate,Name,From,To,ID_From,ID_To,Date,Prix,Nature
50632,"Jan 3, 1982",Peter Clarke,Southend United,Huddersfield Town,/team/1954/southend-united/,/team/1939/huddersfield-town/,"Jul 1, 2009",free,transfert
208670,"Mar 19, 1993",Hakim Ziyech,Ajax,Chelsea,/team/245/ajax/,/team/5/chelsea/,"Jul 27, 2020",€ 40M,transfert
208670,"Mar 19, 1993",Hakim Ziyech,FC Twente,Ajax,/team/1908/fc-twente/,/team/245/ajax/,"Aug 30, 2016",€ 11M,transfert
208670,"Mar 19, 1993",Hakim Ziyech,SC Heerenveen,FC Twente,/team/1913/sc-heerenveen/,/team/1908/fc-twente/,"Aug 18, 2014",€ 4M,transfert
110606,"May 19, 1982",Alan Mannus,St. Johnstone,Shamrock Rovers,/team/100804/st-johnstone/,/team/306/shamrock-rovers/,"Jul 1, 2018",n/a,transfert
110606,"May 19, 1982",Alan Mannus,Shamrock Rovers,St. Johnstone,/team/306/shamrock-rovers/,/team/100804/st-johnstone/,"Jul 21, 2011",free,transfert
149791,"May 20, 1982",Wes Hoolahan,Newcastle Jets,Cambridge United,/team/111398/newcastle-jets/,/team/1944/cambridge-united/,"Jul 28, 2020",free,transfert
149791,"May 20, 1982",Wes Hoolahan,Norwich City,West Bromwich Albion,/team/1792/norwich-city/,/team/109/west-bromwich-albion/,"Sep 14, 2018",free,transfert
149791,"May 20, 1982",Wes Hoolahan,Blackpool,Norwich City,/team/1926/blackpool/,/team/1792/norwich-city/,"Aug 1, 2008",€ 375K,transfert
149791,"May 20, 1982",Wes Hoolahan,Livingston,Blackpool,/team/621/livingston/,/team/1926/blackpool/,"Aug 1, 2006",free,transfert
218867,"Jan 22, 1982",Rodrigo Muñoz,Libertad,Cerro Porteño,/team/111008/libertad/,/team/112716/cerro-porteno/,"Jan 7, 2019",free,transfert
218867,"Jan 22, 1982",Rodrigo Muñoz,Nacional,Libertad,/team/111325/nacional/,/team/111008/libertad/,"Jan 11, 2012",n/a,transfert
218867,"Jan 22, 1982",Rodrigo Muñoz, Cerro,Nacional,,/team/111325/nacional/,"Jan 10, 2009",n/a,transfert
124344,"Jun 21, 1981",İbrahim Öztürk,Sivasspor,Altay,/team/101041/sivasspor/,/team/101006/altay/,"Aug 24, 2017",n/a,transfert
124344,"Jun 21, 1981",İbrahim Öztürk,Bursaspor,Sivasspor,/team/742/bursaspor/,/team/101041/sivasspor/,"Jan 13, 2015",n/a,transfert
156507,"Dec 14, 1982",Iván Vázquez,Juárez,León,/team/113134/juarez/,/team/110781/leon/,"Jul 1, 2021",n/a,transfert
156507,"Dec 14, 1982",Iván Vázquez,Universidad Guadalajara,Juárez,/team/111654/universidad-guadalajara/,/team/113134/juarez/,"Jul 1, 2015",n/a,transfert
156507,"Dec 14, 1982",Iván Vázquez,Necaxa,Universidad Guadalajara,/team/101121/necaxa/,/team/111654/universidad-guadalajara/,"Jul 1, 2014",n/a,transfert
156507,"Dec 14, 1982",Iván Vázquez, Correcaminos UAT,Necaxa,,/team/101121/necaxa/,"Jul 1, 2013",n/a,transfert
156507,"Dec 14, 1982",Iván Vázquez,Necaxa, Correcaminos UAT,/team/101121/necaxa/,,"Jul 1, 2012",loan,loan
165735,"Mar 19, 1982",Brad Jones,Al Nassr,Perth Glory,/team/112139/al-nassr/,/team/111399/perth-glory/,"Oct 15, 2021",free,transfert
165735,"Mar 19, 1982",Brad Jones,Feyenoord,Al Nassr,/team/246/feyenoord/,/team/112139/al-nassr/,"Aug 1, 2018",free,transfert
165735,"Mar 19, 1982",Brad Jones,NEC,Feyenoord,/team/1910/nec/,/team/246/feyenoord/,"Jul 8, 2016",free,transfert
165735,"Mar 19, 1982",Brad Jones,Bradford City,NEC,/team/1804/bradford-city/,/team/1910/nec/,"Jan 4, 2016",free,transfert
165735,"Mar 19, 1982",Brad Jones,Liverpool,Bradford City,/team/9/liverpool/,/team/1804/bradford-city/,"Aug 17, 2015",free,transfert
165735,"Mar 19, 1982",Brad Jones,Derby County,Liverpool,/team/91/derby-county/,/team/9/liverpool/,"Jul 1, 2011",n/a,transfert
165735,"Mar 19, 1982",Brad Jones,Liverpool,Derby County,/team/9/liverpool/,/team/91/derby-county/,"Mar 24, 2011",loan,loan
165735,"Mar 19, 1982",Brad Jones,Middlesbrough,Liverpool,/team/12/middlesbrough/,/team/9/liverpool/,"Aug 16, 2010",€ 2.8M,transfert
165735,"Mar 19, 1982",Brad Jones,Sheffield Wednesday,Middlesbrough,/team/1807/sheffield-wednesday/,/team/12/middlesbrough/,"Nov 6, 2006",n/a,transfert
165735,"Mar 19, 1982",Brad Jones,Middlesbrough,Sheffield Wednesday,/team/12/middlesbrough/,/team/1807/sheffield-wednesday/,"Aug 5, 2006",loan,loan
121134,"Jun 6, 1983",Alexander Walke,Salzburg,SpVgg Greuther Fürth,/team/191/salzburg/,/team/165/spvgg-greuther-furth/,"Jan 23, 2011",loan,loan
121134,"Jun 6, 1983",Alexander Walke,Hansa Rostock,Salzburg,/team/27/hansa-rostock/,/team/191/salzburg/,"Jul 10, 2010",free,transfert
121134,"Jun 6, 1983",Alexander Walke,Wehen Wiesbaden,Hansa Rostock,/team/492/wehen-wiesbaden/,/team/27/hansa-rostock/,"Jul 1, 2009",free,transfert
207862,"Jan 19, 1994",Matthias Ginter,Borussia Mönchengladbach,SC Freiburg,/team/23/borussia-monchengladbach/,/team/25/sc-freiburg/,"Jul 1, 2022",free,transfert
207862,"Jan 19, 1994",Matthias Ginter,Borussia Dortmund,Borussia Mönchengladbach,/team/22/borussia-dortmund/,/team/23/borussia-monchengladbach/,"Jul 4, 2017",€ 17M,transfert
207862,"Jan 19, 1994",Matthias Ginter,SC Freiburg,Borussia Dortmund,/team/25/sc-freiburg/,/team/22/borussia-dortmund/,"Jul 17, 2014",€ 10M,transfert
248484,"Apr 30, 2001",Nathan Collins,Burnley,Wolverhampton Wanderers,/team/1796/burnley/,/team/110/wolverhampton-wanderers/,"Jul 13, 2022",€ 5.3M,transfert
248484,"Apr 30, 2001",Nathan Collins,Stoke City,Burnley,/team/1806/stoke-city/,/team/1796/burnley/,"Jun 24, 2021",n/a,transfert
190243,"Sep 18, 1987",Marwin Hitz,Borussia Dortmund,Basel,/team/22/borussia-dortmund/,/team/896/basel/,"Jul 1, 2022",free,transfert
190243,"Sep 18, 1987",Marwin Hitz,FC Augsburg,Borussia Dortmund,/team/100409/fc-augsburg/,/team/22/borussia-dortmund/,"Jul 1, 2018",free,transfert
190243,"Sep 18, 1987",Marwin Hitz,VfL Wolfsburg,FC Augsburg,/team/175/vfl-wolfsburg/,/team/100409/fc-augsburg/,"Jul 1, 2013",free,transfert
190243,"Sep 18, 1987",Marwin Hitz,Winterthur,VfL Wolfsburg,/team/1713/winterthur/,/team/175/vfl-wolfsburg/,"Oct 1, 2008",free,transfert
186838,"Aug 24, 1981",Gerard Doherty,Derry City, Crusaders,/team/445/derry-city/,,"Jan 1, 2019",n/a,transfert
186838,"Aug 24, 1981",Gerard Doherty, The New Saints,Derry City,,/team/445/derry-city/,"Jan 1, 2008",n/a,transfert
186838,"Aug 24, 1981",Gerard Doherty, The New Saints, Barry Town United,,,"Jul 1, 2007",loan,loan
254704,"Feb 26, 1967",Kazuyoshi Miura,Yokohama, Suzuka Unlimited,/team/113197/yokohama/,,"Feb 1, 2022",free,transfert
262371,"Feb 16, 1981",Craig Dundas, Hampton & Richmond,Sutton United,,/team/110799/sutton-united/,"Jul 1, 2019",free,transfert
262371,"Feb 16, 1981",Craig Dundas,Sutton United, Hampton & Richmond,/team/110799/sutton-united/,,"Dec 14, 2018",n/a,transfert
262371,"Feb 16, 1981",Craig Dundas, Hampton & Richmond,Sutton United,,/team/110799/sutton-united/,"Nov 16, 2018",n/a,transfert
262371,"Feb 16, 1981",Craig Dundas,Sutton United, Hampton & Richmond,/team/110799/sutton-united/,,"Aug 3, 2018",loan,loan
262371,"Feb 16, 1981",Craig Dundas, Tonbridge Angels,Sutton United,,/team/110799/sutton-united/,"Oct 16, 2016",n/a,transfert
262371,"Feb 16, 1981",Craig Dundas,Sutton United, Tonbridge Angels,/team/110799/sutton-united/,,"Sep 9, 2016",loan,loan
29118,"Sep 27, 1979",Shinji Ono, Ryūkyū,Consadole Sapporo,,/team/112444/consadole-sapporo/,"Jan 9, 2021",free,transfert
29118,"Sep 27, 1979",Shinji Ono,Consadole Sapporo, Ryūkyū,/team/112444/consadole-sapporo/,,"Aug 11, 2019",n/a,transfert
29118,"Sep 27, 1979",Shinji Ono,Western Sydney Wanderers,Consadole Sapporo,/team/112427/western-sydney-wanderers/,/team/112444/consadole-sapporo/,"Jul 1, 2014",n/a,transfert
29118,"Sep 27, 1979",Shinji Ono,Shimizu S-Pulse,Western Sydney Wanderers,/team/101149/shimizu-s-pulse/,/team/112427/western-sydney-wanderers/,"Sep 27, 2012",n/a,transfert
2702,"Feb 23, 1979",Kevin Ellison,Morecambe,Newport County,/team/357/morecambe/,/team/112254/newport-county/,"Sep 4, 2020",free,transfert
2702,"Feb 23, 1979",Kevin Ellison,Rotherham United,Morecambe,/team/1797/rotherham-united/,/team/357/morecambe/,"Jul 1, 2011",free,transfert
2702,"Feb 23, 1979",Kevin Ellison,Rotherham United,Bradford City,/team/1797/rotherham-united/,/team/1804/bradford-city/,"Feb 12, 2011",loan,loan
11381,"Jun 4, 1982",Matt Gilks,Fleetwood Town,Bolton Wanderers,/team/112260/fleetwood-town/,/team/4/bolton-wanderers/,"Aug 6, 2020",free,transfert
11381,"Jun 4, 1982",Matt Gilks,Lincoln City,Fleetwood Town,/team/149/lincoln-city/,/team/112260/fleetwood-town/,"Aug 1, 2019",free,transfert
11381,"Jun 4, 1982",Matt Gilks,Scunthorpe United,Lincoln City,/team/1949/scunthorpe-united/,/team/149/lincoln-city/,"Jan 31, 2019",free,transfert
11381,"Jun 4, 1982",Matt Gilks,Wigan Athletic,Scunthorpe United,/team/1917/wigan-athletic/,/team/1949/scunthorpe-united/,"Jul 1, 2017",free,transfert
11381,"Jun 4, 1982",Matt Gilks,Rangers,Wigan Athletic,/team/86/rangers/,/team/1917/wigan-athletic/,"Jan 31, 2017",n/a,transfert
11381,"Jun 4, 1982",Matt Gilks,Burnley,Rangers,/team/1796/burnley/,/team/86/rangers/,"Jul 1, 2016",free,transfert
11381,"Jun 4, 1982",Matt Gilks,Blackpool,Burnley,/team/1926/blackpool/,/team/1796/burnley/,"Jul 2, 2014",free,transfert
11381,"Jun 4, 1982",Matt Gilks,Shrewsbury Town,Blackpool,/team/127/shrewsbury-town/,/team/1926/blackpool/,"Dec 22, 2008",n/a,transfert
11381,"Jun 4, 1982",Matt Gilks,Blackpool,Shrewsbury Town,/team/1926/blackpool/,/team/127/shrewsbury-town/,"Nov 21, 2008",loan,loan
153100,"Sep 17, 1981",Stuart Nelson,Sutton United, Dover Athletic,/team/110799/sutton-united/,,"Jul 1, 2022",free,transfert
153100,"Sep 17, 1981",Stuart Nelson, Dorking Wanderers,Sutton United,,/team/110799/sutton-united/,"Jan 15, 2022",free,transfert
153100,"Sep 17, 1981",Stuart Nelson,Crawley Town, Dorking Wanderers,/team/110890/crawley-town/,,"Oct 8, 2021",free,transfert
153100,"Sep 17, 1981",Stuart Nelson,Gillingham,Yeovil Town,/team/1802/gillingham/,/team/346/yeovil-town/,"Feb 20, 2018",free,transfert
153100,"Sep 17, 1981",Stuart Nelson,Notts County,Gillingham,/team/1937/notts-county/,/team/1802/gillingham/,"Aug 1, 2012",free,transfert
153100,"Sep 17, 1981",Stuart Nelson,Aberdeen,Notts County,/team/77/aberdeen/,/team/1937/notts-county/,"Jul 1, 2010",free,transfert
153100,"Sep 17, 1981",Stuart Nelson,Norwich City,Aberdeen,/team/1792/norwich-city/,/team/77/aberdeen/,"Jul 27, 2009",free,transfert
153100,"Sep 17, 1981",Stuart Nelson,Brentford,Leyton Orient,/team/1925/brentford/,/team/1958/leyton-orient/,"Aug 1, 2007",free,transfert
230767,"Aug 18, 1997",Renato Júnior Luz Sanches,Lille,Paris Saint Germain,/team/65/lille/,/team/73/paris-saint-germain/,"Aug 4, 2022",n/a,transfert
230767,"Aug 18, 1997",Renato Júnior Luz Sanches,FC Bayern München,Lille,/team/21/fc-bayern-munchen/,/team/65/lille/,"Aug 23, 2019",€ 20M,transfert
230767,"Aug 18, 1997",Renato Júnior Luz Sanches,Swansea City,FC Bayern München,/team/1960/swansea-city/,/team/21/fc-bayern-munchen/,"Jul 1, 2018",n/a,transfert
230767,"Aug 18, 1997",Renato Júnior Luz Sanches,FC Bayern München,Swansea City,/team/21/fc-bayern-munchen/,/team/1960/swansea-city/,"Aug 31, 2017",loan,loan
230767,"Aug 18, 1997",Renato Júnior Luz Sanches,Benfica,FC Bayern München,/team/234/benfica/,/team/21/fc-bayern-munchen/,"Jul 1, 2016",€ 35M,transfert
241470,"Aug 30, 1999",Alejandro Centelles Plaza,Valencia,Almería,/team/461/valencia/,/team/1861/almeria/,"Oct 2, 2020",n/a,transfert
241470,"Aug 30, 1999",Alejandro Centelles Plaza,Famalicão,Valencia,/team/112809/famalicao/,/team/461/valencia/,"Aug 3, 2020",n/a,transfert
241470,"Aug 30, 1999",Alejandro Centelles Plaza,Valencia,Famalicão,/team/461/valencia/,/team/112809/famalicao/,"Jul 1, 2019",loan,loan
241496,"Feb 22, 2000",Timothy Weah,Paris Saint Germain,Lille,/team/73/paris-saint-germain/,/team/65/lille/,"Jul 1, 2019",€ 10M,transfert
241496,"Feb 22, 2000",Timothy Weah,Paris Saint Germain,Celtic,/team/73/paris-saint-germain/,/team/78/celtic/,"Jan 7, 2019",loan,loan
204277,"Jun 7, 1989",Roque Mesa Quevedo,Sevilla,Leganés,/team/481/sevilla/,/team/100888/leganes/,"Aug 14, 2019",loan,loan
204277,"Jun 7, 1989",Roque Mesa Quevedo,Swansea City,Sevilla,/team/1960/swansea-city/,/team/481/sevilla/,"Jul 2, 2018",€ 6M,transfert
204277,"Jun 7, 1989",Roque Mesa Quevedo,Swansea City,Sevilla,/team/1960/swansea-city/,/team/481/sevilla/,"Jan 30, 2018",loan,loan
204277,"Jun 7, 1989",Roque Mesa Quevedo,Las Palmas,Swansea City,/team/472/las-palmas/,/team/1960/swansea-city/,"Jul 6, 2017",€ 12.5M,transfert
204277,"Jun 7, 1989",Roque Mesa Quevedo, Atlético Baleares,Las Palmas,,/team/472/las-palmas/,"Jul 1, 2014",n/a,transfert
204277,"Jun 7, 1989",Roque Mesa Quevedo,Las Palmas, Atlético Baleares,/team/472/las-palmas/,,"Sep 4, 2012",loan,loan
205083,"Aug 1, 1988",Fayçal Fajr,Sivasspor,Al Wahda,/team/101041/sivasspor/,/team/112408/al-wahda/,"Jul 1, 2022",n/a,transfert
205083,"Aug 1, 1988",Fayçal Fajr,Getafe,Sivasspor,/team/1860/getafe/,/team/101041/sivasspor/,"Sep 14, 2020",n/a,transfert
205083,"Aug 1, 1988",Fayçal Fajr,Caen,Getafe,/team/210/caen/,/team/1860/getafe/,"Aug 1, 2019",n/a,transfert
205083,"Aug 1, 1988",Fayçal Fajr,Getafe,Caen,/team/1860/getafe/,/team/210/caen/,"Aug 3, 2018",€ 1.5M,transfert
205083,"Aug 1, 1988",Fayçal Fajr,Deportivo La Coruña,Getafe,/team/242/deportivo-la-coruna/,/team/1860/getafe/,"Jul 20, 2017",n/a,transfert
205083,"Aug 1, 1988",Fayçal Fajr,Elche,Deportivo La Coruña,/team/468/elche/,/team/242/deportivo-la-coruna/,"Jul 1, 2016",free,transfert
205083,"Aug 1, 1988",Fayçal Fajr,Elche,Deportivo La Coruña,/team/468/elche/,/team/242/deportivo-la-coruna/,"Aug 3, 2015",loan,loan
205083,"Aug 1, 1988",Fayçal Fajr,Caen,Elche,/team/210/caen/,/team/468/elche/,"Jun 25, 2014",free,transfert
205083,"Aug 1, 1988",Fayçal Fajr, Fréjus St-Raphaël,Caen,,/team/210/caen/,"Jul 21, 2011",free,transfert
206493,"Sep 28, 1987",Yunis Abdelhamid,Dijon,Reims,/team/110569/dijon/,/team/379/reims/,"Jul 1, 2017",n/a,transfert
206493,"Sep 28, 1987",Yunis Abdelhamid,Valenciennes,Dijon,/team/110456/valenciennes/,/team/110569/dijon/,"Jul 1, 2016",free,transfert
206493,"Sep 28, 1987",Yunis Abdelhamid,Arles,Valenciennes,/team/111989/arles/,/team/110456/valenciennes/,"Jul 26, 2014",free,transfert
207471,"Feb 22, 1989",Franco Vázquez,Sevilla,Parma,/team/481/sevilla/,/team/50/parma/,"Jul 1, 2021",free,transfert
207471,"Feb 22, 1989",Franco Vázquez,Palermo,Sevilla,/team/1843/palermo/,/team/481/sevilla/,"Jul 16, 2016",€ 15M,transfert
207471,"Feb 22, 1989",Franco Vázquez,Rayo Vallecano,Palermo,/team/480/rayo-vallecano/,/team/1843/palermo/,"Jul 1, 2013",n/a,transfert
207471,"Feb 22, 1989",Franco Vázquez,Palermo,Rayo Vallecano,/team/1843/palermo/,/team/480/rayo-vallecano/,"Aug 28, 2012",loan,loan
207471,"Feb 22, 1989",Franco Vázquez,Belgrano,Palermo,/team/111022/belgrano/,/team/1843/palermo/,"Jan 1, 2012",€ 4.5M,transfert
207707,"Feb 19, 1989",Fernando Marçal de Oliveira,Wolverhampton Wanderers,Botafogo,/team/110/wolverhampton-wanderers/,/team/517/botafogo/,"Jul 1, 2022",free,transfert
207707,"Feb 19, 1989",Fernando Marçal de Oliveira,Olympique Lyonnais,Wolverhampton Wanderers,/team/66/olympique-lyonnais/,/team/110/wolverhampton-wanderers/,"Sep 6, 2020",€ 2M,transfert
207707,"Feb 19, 1989",Fernando Marçal de Oliveira,Benfica,Guingamp,/team/234/benfica/,/team/62/guingamp/,"Aug 18, 2016",loan,loan
207707,"Feb 19, 1989",Fernando Marçal de Oliveira,Benfica,Gaziantepspor,/team/234/benfica/,/team/101024/gaziantepspor/,"Aug 20, 2015",loan,loan
207707,"Feb 19, 1989",Fernando Marçal de Oliveira,Nacional,Benfica,/team/1891/nacional/,/team/234/benfica/,"Jul 1, 2015",n/a,transfert
208861,"Jan 25, 1988",Johan Gastien,Brest,Clermont,/team/378/brest/,/team/1815/clermont/,"Jul 1, 2018",n/a,transfert
208861,"Jan 25, 1988",Johan Gastien,Dijon,Brest,/team/110569/dijon/,/team/378/brest/,"Jan 23, 2017",n/a,transfert
208861,"Jan 25, 1988",Johan Gastien,Niort,Dijon,/team/1813/niort/,/team/110569/dijon/,"Jul 1, 2013",n/a,transfert
214373,"Feb 27, 1984",Antony Silva,Nacional Asunción,Puebla,/team/112671/nacional-asuncion/,/team/110152/puebla/,"Jan 1, 2021",n/a,transfert
214373,"Feb 27, 1984",Antony Silva,Huracán,Nacional Asunción,/team/111711/huracan/,/team/112671/nacional-asuncion/,"Sep 22, 2020",free,transfert
214373,"Feb 27, 1984",Antony Silva,Cerro Porteño,Huracán,/team/112716/cerro-porteno/,/team/111711/huracan/,"Jan 18, 2019",free,transfert
214373,"Feb 27, 1984",Antony Silva,Independiente Medellín,Cerro Porteño,/team/101103/independiente-medellin/,/team/112716/cerro-porteno/,"Jan 1, 2016",n/a,transfert
214373,"Feb 27, 1984",Antony Silva, 3 de Febrero,Independiente Medellín,,/team/101103/independiente-medellin/,"Jan 1, 2015",n/a,transfert
214373,"Feb 27, 1984",Antony Silva,Deportes Tolima, 3 de Febrero,/team/111722/deportes-tolima/,,"Feb 16, 2014",n/a,transfert
214373,"Feb 27, 1984",Antony Silva, Rubio Ñú,Deportes Tolima,,/team/111722/deportes-tolima/,"Jun 16, 2010",n/a,transfert
214373,"Feb 27, 1984",Antony Silva, Rubio Ñú, Tacuary,,,"Jan 1, 2007",n/a,transfert
215135,"May 29, 1987",Leonardo Sigali,Dinamo Zagreb,Racing Club,/team/211/dinamo-zagreb/,/team/101085/racing-club/,"Jan 12, 2018",€ 1.7M,transfert
215135,"May 29, 1987",Leonardo Sigali,Godoy Cruz,Dinamo Zagreb,/team/111706/godoy-cruz/,/team/211/dinamo-zagreb/,"Jul 1, 2014",n/a,transfert
215135,"May 29, 1987",Leonardo Sigali,Lanús,Godoy Cruz,/team/110395/lanus/,/team/111706/godoy-cruz/,"Jul 10, 2008",free,transfert
223627,"Mar 28, 1989",Omar Al Somah, Al Arabi, Al Ahli,,,"Jul 1, 2023",n/a,transfert
223627,"Mar 28, 1989",Omar Al Somah,Al Ahli Jeddah, Al Arabi,/team/112387/al-ahli-jeddah/,,"Aug 5, 2022",loan,loan
223627,"Mar 28, 1989",Omar Al Somah, Al Qadsia,Al Ahli Jeddah,,/team/112387/al-ahli-jeddah/,"Jul 1, 2014",n/a,transfert
235152,"Oct 7, 1999",Ferdi Kadioglu,NEC,Fenerbahçe,/team/1910/nec/,/team/326/fenerbahce/,"Jul 16, 2018",€ 1.4M,transfert
239250,"Jan 28, 2000",Abel Ruiz Ortega,FC Barcelona,Sporting Braga,/team/241/fc-barcelona/,/team/1896/sporting-braga/,"Aug 3, 2020",€ 8M,transfert
239592,"Sep 22, 1999",José Juan Macías,Getafe,Guadalajara,/team/1860/getafe/,/team/1880/guadalajara/,"Jul 1, 2022",n/a,transfert
239592,"Sep 22, 1999",José Juan Macías,Getafe,Guadalajara,/team/1860/getafe/,/team/1880/guadalajara/,"Jan 31, 2022",n/a,transfert
239592,"Sep 22, 1999",José Juan Macías,Guadalajara,Getafe,/team/1880/guadalajara/,/team/1860/getafe/,"Jul 5, 2021",loan,loan
239592,"Sep 22, 1999",José Juan Macías,León,Guadalajara,/team/110781/leon/,/team/1880/guadalajara/,"Jan 1, 2020",n/a,transfert
239592,"Sep 22, 1999",José Juan Macías,Guadalajara,León,/team/1880/guadalajara/,/team/110781/leon/,"Jan 1, 2019",loan,loan
199561,"Oct 15, 1986",Manuel Agudo Durán,Celta de Vigo,UD Ibiza,/team/450/celta-de-vigo/,/team/113981/ud-ibiza/,"Sep 6, 2022",free,transfert
199561,"Oct 15, 1986",Manuel Agudo Durán,Sevilla,Celta de Vigo,/team/481/sevilla/,/team/450/celta-de-vigo/,"Jun 18, 2020",n/a,transfert
199561,"Oct 15, 1986",Manuel Agudo Durán,Manchester City,Sevilla,/team/10/manchester-city/,/team/481/sevilla/,"Jul 16, 2017",€ 9M,transfert
199561,"Oct 15, 1986",Manuel Agudo Durán,Celta de Vigo,Manchester City,/team/450/celta-de-vigo/,/team/10/manchester-city/,"Jul 1, 2016",€ 18M,transfert
199561,"Oct 15, 1986",Manuel Agudo Durán,Benfica,Celta de Vigo,/team/234/benfica/,/team/450/celta-de-vigo/,"Jul 1, 2013",€ 2.6M,transfert
199561,"Oct 15, 1986",Manuel Agudo Durán,Benfica,Granada,/team/234/benfica/,/team/110832/granada/,"Jan 29, 2013",loan,loan
199561,"Oct 15, 1986",Manuel Agudo Durán,FC Barcelona,Benfica,/team/241/fc-barcelona/,/team/234/benfica/,"Jul 1, 2011",free,transfert
199575,"Jan 3, 1989",Jordi Masip López,FC Barcelona,Real Valladolid,/team/241/fc-barcelona/,/team/462/real-valladolid/,"Jul 17, 2017",free,transfert
199633,"Jun 9, 1989",Matthew Lowton,Aston Villa,Burnley,/team/2/aston-villa/,/team/1796/burnley/,"Jul 1, 2015",n/a,transfert
199633,"Jun 9, 1989",Matthew Lowton,Sheffield United,Aston Villa,/team/1794/sheffield-united/,/team/2/aston-villa/,"Jul 6, 2012",€ 3.8M,transfert
199633,"Jun 9, 1989",Matthew Lowton,Sheffield United,Ferencváros,/team/1794/sheffield-united/,/team/1874/ferencvaros/,"Jul 25, 2009",loan,loan
199986,"May 15, 1987",Anaitz Arbilla Zabala,Espanyol,SD Eibar,/team/452/espanyol/,/team/467/sd-eibar/,"Aug 30, 2016",€ 700K,transfert
199986,"May 15, 1987",Anaitz Arbilla Zabala,Rayo Vallecano,Espanyol,/team/480/rayo-vallecano/,/team/452/espanyol/,"Jul 1, 2014",n/a,transfert
199986,"May 15, 1987",Anaitz Arbilla Zabala,Hércules,Rayo Vallecano,/team/100879/hercules/,/team/480/rayo-vallecano/,"Jan 29, 2013",free,transfert
200446,"Jul 21, 1988",Camilo da Silva Sanvezzo,Mazatlán,Toluca,/team/114899/mazatlan/,/team/1882/toluca/,"Jan 1, 2022", n/a,transfert
200446,"Jul 21, 1988",Camilo da Silva Sanvezzo,Tijuana,Mazatlán,/team/111678/tijuana/,/team/114899/mazatlan/,"Aug 9, 2020",n/a,transfert
200446,"Jul 21, 1988",Camilo da Silva Sanvezzo,Querétaro,Tijuana,/team/110150/queretaro/,/team/111678/tijuana/,"Jul 5, 2019",n/a,transfert
